paper_identity,row_key,paper_id,use_case_key,split_set,label_positive,title
doi:10.1177/1363461510382154,synergy_walker_2018__doi:10.1177/1363461510382154,doi:10.1177/1363461510382154,synergy_walker_2018,large_set_b,0,The Role of Acculturation in Suicidal Ideation among Second-Generation Immigrant Adolescents in France
doi:10.1186/1471-2148-12-118,synergy_moran_2021__doi:10.1186/1471-2148-12-118,doi:10.1186/1471-2148-12-118,synergy_moran_2021,large_set_a,0,Maternal effects on male weaponry: female dung beetles produce major sons with longer horns when they perceive higher population density
doi:10.1186/1471-2148-12-118,synergy_walker_2018__doi:10.1186/1471-2148-12-118,doi:10.1186/1471-2148-12-118,synergy_walker_2018,large_set_b,0,Maternal effects on male weaponry: female dung beetles produce major sons with longer horns when they perceive higher population density
doi:10.1186/1471-244x-12-31,synergy_brouwer_2019__doi:10.1186/1471-244x-12-31,doi:10.1186/1471-244x-12-31,synergy_brouwer_2019,large_set_a,0,Preventing mood and anxiety disorders in youth: a multi-centre RCT in the high risk offspring of depressed and anxious patients
doi:10.1186/1471-244x-12-31,synergy_van_dis_2020__doi:10.1186/1471-244x-12-31,doi:10.1186/1471-244x-12-31,synergy_van_dis_2020,large_set_a,0,Preventing mood and anxiety disorders in youth: a multi-centre RCT in the high risk offspring of depressed and anxious patients
doi:10.1186/1471-244x-12-31,synergy_walker_2018__doi:10.1186/1471-244x-12-31,doi:10.1186/1471-244x-12-31,synergy_walker_2018,large_set_b,0,Preventing mood and anxiety disorders in youth: a multi-centre RCT in the high risk offspring of depressed and anxious patients
doi:10.1186/1471-244x-13-17,synergy_brouwer_2019__doi:10.1186/1471-244x-13-17,doi:10.1186/1471-244x-13-17,synergy_brouwer_2019,large_set_a,0,Effectiveness and cost-effectiveness of an internet intervention for family caregivers of people with dementia: design of a randomized controlled trial
doi:10.1186/1471-244x-13-17,synergy_walker_2018__doi:10.1186/1471-244x-13-17,doi:10.1186/1471-244x-13-17,synergy_walker_2018,large_set_b,0,Effectiveness and cost-effectiveness of an internet intervention for family caregivers of people with dementia: design of a randomized controlled trial
doi:10.1186/1471-244x-8-80,synergy_brouwer_2019__doi:10.1186/1471-244x-8-80,doi:10.1186/1471-244x-8-80,synergy_brouwer_2019,large_set_a,0,Discontinuation of hypnotics during cognitive behavioural therapy for insomnia
doi:10.1186/1471-244x-8-80,synergy_walker_2018__doi:10.1186/1471-244x-8-80,doi:10.1186/1471-244x-8-80,synergy_walker_2018,large_set_b,0,Discontinuation of hypnotics during cognitive behavioural therapy for insomnia
doi:10.1186/1744-859x-6-27,synergy_brouwer_2019__doi:10.1186/1744-859x-6-27,doi:10.1186/1744-859x-6-27,synergy_brouwer_2019,large_set_a,0,Treatment of bipolar disorder: a complex treatment for a multi-faceted disorder
doi:10.1186/1744-859x-6-27,synergy_walker_2018__doi:10.1186/1744-859x-6-27,doi:10.1186/1744-859x-6-27,synergy_walker_2018,large_set_b,0,Treatment of bipolar disorder: a complex treatment for a multi-faceted disorder
doi:10.1192/bjp.164.6.770,synergy_brouwer_2019__doi:10.1192/bjp.164.6.770,doi:10.1192/bjp.164.6.770,synergy_brouwer_2019,large_set_a,0,Disturbed Attachment and Negative Affective Style an Intergenerational Spiral
doi:10.1192/bjp.164.6.770,synergy_walker_2018__doi:10.1192/bjp.164.6.770,doi:10.1192/bjp.164.6.770,synergy_walker_2018,large_set_b,0,Disturbed Attachment and Negative Affective Style an Intergenerational Spiral
doi:10.1210/er.2009-0039,synergy_moran_2021__doi:10.1210/er.2009-0039,doi:10.1210/er.2009-0039,synergy_moran_2021,large_set_a,0,"Child Health, Developmental Plasticity, and Epigenetic Programming"
doi:10.1210/er.2009-0039,synergy_walker_2018__doi:10.1210/er.2009-0039,doi:10.1210/er.2009-0039,synergy_walker_2018,large_set_b,0,"Child Health, Developmental Plasticity, and Epigenetic Programming"
doi:10.1212/wnl.55.7.991,synergy_brouwer_2019__doi:10.1212/wnl.55.7.991,doi:10.1212/wnl.55.7.991,synergy_brouwer_2019,large_set_a,0,Rapid-onset dystonia-parkinsonism: A clinical and genetic analysis of a new kindred
doi:10.1212/wnl.55.7.991,synergy_walker_2018__doi:10.1212/wnl.55.7.991,doi:10.1212/wnl.55.7.991,synergy_walker_2018,large_set_b,0,Rapid-onset dystonia-parkinsonism: A clinical and genetic analysis of a new kindred
doi:10.1227/neu.0b013e318270d02c,synergy_muthu_2021__doi:10.1227/neu.0b013e318270d02c,doi:10.1227/neu.0b013e318270d02c,synergy_muthu_2021,large_set_a,0,Spinal Robotics
doi:10.1227/neu.0b013e318270d02c,synergy_walker_2018__doi:10.1227/neu.0b013e318270d02c,doi:10.1227/neu.0b013e318270d02c,synergy_walker_2018,large_set_b,0,Spinal Robotics
doi:10.1289/ehp.5856,synergy_moran_2021__doi:10.1289/ehp.5856,doi:10.1289/ehp.5856,synergy_moran_2021,large_set_a,0,"Altered profiles of spontaneous novelty seeking, impulsive behavior, and response to D-amphetamine in rats perinatally exposed to bisphenol A."
doi:10.1289/ehp.5856,synergy_wassenaar_2017__doi:10.1289/ehp.5856,doi:10.1289/ehp.5856,synergy_wassenaar_2017,large_set_b,0,"Altered profiles of spontaneous novelty seeking, impulsive behavior, and response to D-amphetamine in rats perinatally exposed to bisphenol A."
doi:10.1300/j013v32n03_03,synergy_brouwer_2019__doi:10.1300/j013v32n03_03,doi:10.1300/j013v32n03_03,synergy_brouwer_2019,large_set_a,0,Maternal Depressive Symptoms and Low Literacy as Potential Barriers to Employment in a Sample of Families Receiving Welfare: Are There Two-Generational Implications?
doi:10.1300/j013v32n03_03,synergy_walker_2018__doi:10.1300/j013v32n03_03,doi:10.1300/j013v32n03_03,synergy_walker_2018,large_set_b,0,Maternal Depressive Symptoms and Low Literacy as Potential Barriers to Employment in a Sample of Families Receiving Welfare: Are There Two-Generational Implications?
doi:10.1516/jjba-2rhj-8q24-rrq0,synergy_brouwer_2019__doi:10.1516/jjba-2rhj-8q24-rrq0,doi:10.1516/jjba-2rhj-8q24-rrq0,synergy_brouwer_2019,large_set_a,0,Destruction and guilt: Splitting and reintegration in the analysis of a traumatised patient
doi:10.1516/jjba-2rhj-8q24-rrq0,synergy_walker_2018__doi:10.1516/jjba-2rhj-8q24-rrq0,doi:10.1516/jjba-2rhj-8q24-rrq0,synergy_walker_2018,large_set_b,0,Destruction and guilt: Splitting and reintegration in the analysis of a traumatised patient
doi:10.1517/13543784.14.4.521,synergy_leenaars_2020__doi:10.1517/13543784.14.4.521,doi:10.1517/13543784.14.4.521,synergy_leenaars_2020,large_set_a,0,"Clinical pharmacology of lumiracoxib, a second-generation cyclooxygenase 2 selective inhibitor"
doi:10.1517/13543784.14.4.521,synergy_walker_2018__doi:10.1517/13543784.14.4.521,doi:10.1517/13543784.14.4.521,synergy_walker_2018,large_set_b,0,"Clinical pharmacology of lumiracoxib, a second-generation cyclooxygenase 2 selective inhibitor"
doi:10.1517/14656566.2.7.1085,synergy_leenaars_2020__doi:10.1517/14656566.2.7.1085,doi:10.1517/14656566.2.7.1085,synergy_leenaars_2020,large_set_a,0,The treatment of juvenile arthritis
doi:10.1517/14656566.2.7.1085,synergy_walker_2018__doi:10.1517/14656566.2.7.1085,doi:10.1517/14656566.2.7.1085,synergy_walker_2018,large_set_b,0,The treatment of juvenile arthritis
doi:10.1517/14656566.3.9.1329,synergy_nelson_2002__doi:10.1517/14656566.3.9.1329,doi:10.1517/14656566.3.9.1329,synergy_nelson_2002,large_set_a,0,Anastrozole in the management of breast cancer
doi:10.1517/14656566.3.9.1329,synergy_walker_2018__doi:10.1517/14656566.3.9.1329,doi:10.1517/14656566.3.9.1329,synergy_walker_2018,large_set_b,0,Anastrozole in the management of breast cancer
doi:10.1521/bumc.68.4.319.56642,synergy_brouwer_2019__doi:10.1521/bumc.68.4.319.56642,doi:10.1521/bumc.68.4.319.56642,synergy_brouwer_2019,large_set_a,0,Psychobiological dysregulation in violence-exposed mothers: Salivary cortisol of mothers with very young children pre- and post-separation stress
doi:10.1521/bumc.68.4.319.56642,synergy_walker_2018__doi:10.1521/bumc.68.4.319.56642,doi:10.1521/bumc.68.4.319.56642,synergy_walker_2018,large_set_b,0,Psychobiological dysregulation in violence-exposed mothers: Salivary cortisol of mothers with very young children pre- and post-separation stress
doi:10.1521/ijgp.2006.56.1.5,synergy_brouwer_2019__doi:10.1521/ijgp.2006.56.1.5,doi:10.1521/ijgp.2006.56.1.5,synergy_brouwer_2019,large_set_a,0,"Head Start Is Too Late: Integrating and Applying Infant Observation Studies, and Attachment, Trauma, and Neurobiological Research to Groups with Pregnant and New Mothers"
doi:10.1521/ijgp.2006.56.1.5,synergy_walker_2018__doi:10.1521/ijgp.2006.56.1.5,doi:10.1521/ijgp.2006.56.1.5,synergy_walker_2018,large_set_b,0,"Head Start Is Too Late: Integrating and Applying Infant Observation Studies, and Attachment, Trauma, and Neurobiological Research to Groups with Pregnant and New Mothers"
doi:10.1521/jaap.32.1.21.28325,synergy_brouwer_2019__doi:10.1521/jaap.32.1.21.28325,doi:10.1521/jaap.32.1.21.28325,synergy_brouwer_2019,large_set_a,0,Mysteries of the Void: An Analyst's View of Female Urination
doi:10.1521/jaap.32.1.21.28325,synergy_walker_2018__doi:10.1521/jaap.32.1.21.28325,doi:10.1521/jaap.32.1.21.28325,synergy_walker_2018,large_set_b,0,Mysteries of the Void: An Analyst's View of Female Urination
doi:10.1521/psyc.2006.69.3.204,synergy_brouwer_2019__doi:10.1521/psyc.2006.69.3.204,doi:10.1521/psyc.2006.69.3.204,synergy_brouwer_2019,large_set_a,0,Parent Suicide: Pathways of Effects into the Third Generation
doi:10.1521/psyc.2006.69.3.204,synergy_walker_2018__doi:10.1521/psyc.2006.69.3.204,doi:10.1521/psyc.2006.69.3.204,synergy_walker_2018,large_set_b,0,Parent Suicide: Pathways of Effects into the Third Generation
doi:10.15288/jsa.2003.64.167,synergy_brouwer_2019__doi:10.15288/jsa.2003.64.167,doi:10.15288/jsa.2003.64.167,synergy_brouwer_2019,large_set_a,0,Parental risk factors and social assimilation in alcohol dependence of Mexican Americans.
doi:10.15288/jsa.2003.64.167,synergy_walker_2018__doi:10.15288/jsa.2003.64.167,doi:10.15288/jsa.2003.64.167,synergy_walker_2018,large_set_b,0,Parental risk factors and social assimilation in alcohol dependence of Mexican Americans.
doi:10.1542/peds.2011-3374,synergy_brouwer_2019__doi:10.1542/peds.2011-3374,doi:10.1542/peds.2011-3374,synergy_brouwer_2019,large_set_a,0,Dental Composite Restorations and Psychosocial Function in Children
doi:10.1542/peds.2011-3374,synergy_wassenaar_2017__doi:10.1542/peds.2011-3374,doi:10.1542/peds.2011-3374,synergy_wassenaar_2017,large_set_b,0,Dental Composite Restorations and Psychosocial Function in Children
doi:10.2165/00002018-200831100-00004,synergy_brouwer_2019__doi:10.2165/00002018-200831100-00004,doi:10.2165/00002018-200831100-00004,synergy_brouwer_2019,large_set_a,0,Comparative Risk for Harms of Second-Generation Antidepressants
doi:10.2165/00002018-200831100-00004,synergy_walker_2018__doi:10.2165/00002018-200831100-00004,doi:10.2165/00002018-200831100-00004,synergy_walker_2018,large_set_b,0,Comparative Risk for Harms of Second-Generation Antidepressants
doi:10.2165/11585350-000000000-00000,synergy_brouwer_2019__doi:10.2165/11585350-000000000-00000,doi:10.2165/11585350-000000000-00000,synergy_brouwer_2019,large_set_a,0,Management of Schizophrenia in Children and Adolescents
doi:10.2165/11585350-000000000-00000,synergy_walker_2018__doi:10.2165/11585350-000000000-00000,doi:10.2165/11585350-000000000-00000,synergy_walker_2018,large_set_b,0,Management of Schizophrenia in Children and Adolescents
doi:10.2165/11596930-000000000-00000,synergy_brouwer_2019__doi:10.2165/11596930-000000000-00000,doi:10.2165/11596930-000000000-00000,synergy_brouwer_2019,large_set_a,0,Pharmacological Management of Acute and Persistent Aggression in Forensic Psychiatry Settings
doi:10.2165/11596930-000000000-00000,synergy_walker_2018__doi:10.2165/11596930-000000000-00000,doi:10.2165/11596930-000000000-00000,synergy_walker_2018,large_set_b,0,Pharmacological Management of Acute and Persistent Aggression in Forensic Psychiatry Settings
doi:10.2174/138945009787122833,synergy_leenaars_2020__doi:10.2174/138945009787122833,doi:10.2174/138945009787122833,synergy_leenaars_2020,large_set_a,0,Monoclonal Antibodies in the Treatment of Systemic Lupus Erythematosus
doi:10.2174/138945009787122833,synergy_walker_2018__doi:10.2174/138945009787122833,doi:10.2174/138945009787122833,synergy_walker_2018,large_set_b,0,Monoclonal Antibodies in the Treatment of Systemic Lupus Erythematosus
doi:10.2174/1389557043403783,synergy_leenaars_2020__doi:10.2174/1389557043403783,doi:10.2174/1389557043403783,synergy_leenaars_2020,large_set_a,0,The Second Generation of COX-2 Inhibitors: Clinical Pharmacological Point of View
doi:10.2174/1389557043403783,synergy_walker_2018__doi:10.2174/1389557043403783,doi:10.2174/1389557043403783,synergy_walker_2018,large_set_b,0,The Second Generation of COX-2 Inhibitors: Clinical Pharmacological Point of View
doi:10.2174/187152411798047807,synergy_brouwer_2019__doi:10.2174/187152411798047807,doi:10.2174/187152411798047807,synergy_brouwer_2019,large_set_a,0,Duloxetine in the Treatment of Depression: An Overview
doi:10.2174/187152411798047807,synergy_walker_2018__doi:10.2174/187152411798047807,doi:10.2174/187152411798047807,synergy_walker_2018,large_set_b,0,Duloxetine in the Treatment of Depression: An Overview
doi:10.2217/epi.11.17,synergy_moran_2021__doi:10.2217/epi.11.17,doi:10.2217/epi.11.17,synergy_moran_2021,large_set_a,0,Developmental plasticity and epigenetic mechanisms underpinning metabolic and cardiovascular diseases
doi:10.2217/epi.11.17,synergy_walker_2018__doi:10.2217/epi.11.17,doi:10.2217/epi.11.17,synergy_walker_2018,large_set_b,0,Developmental plasticity and epigenetic mechanisms underpinning metabolic and cardiovascular diseases
doi:10.2341/10-130-l,synergy_van_dis_2020__doi:10.2341/10-130-l,doi:10.2341/10-130-l,synergy_van_dis_2020,large_set_a,0,Hydration and Dehydration Periods of Crown Fragments Prior to Reattachment
doi:10.2341/10-130-l,synergy_wassenaar_2017__doi:10.2341/10-130-l,doi:10.2341/10-130-l,synergy_wassenaar_2017,large_set_b,0,Hydration and Dehydration Periods of Crown Fragments Prior to Reattachment
doi:10.3109/01612840.2012.684424,synergy_brouwer_2019__doi:10.3109/01612840.2012.684424,doi:10.3109/01612840.2012.684424,synergy_brouwer_2019,large_set_a,0,Resourcefulness Training for Grandmothers Raising Grandchildren: Is There a Need?
doi:10.3109/01612840.2012.684424,synergy_walker_2018__doi:10.3109/01612840.2012.684424,doi:10.3109/01612840.2012.684424,synergy_walker_2018,large_set_b,0,Resourcefulness Training for Grandmothers Raising Grandchildren: Is There a Need?
doi:10.3109/03009742.2010.491834,synergy_leenaars_2020__doi:10.3109/03009742.2010.491834,doi:10.3109/03009742.2010.491834,synergy_leenaars_2020,large_set_a,0,The number needed to treat for second-generation biologics when treating established rheumatoid arthritis: a systematic quantitative review of randomized controlled trials
doi:10.3109/03009742.2010.491834,synergy_walker_2018__doi:10.3109/03009742.2010.491834,doi:10.3109/03009742.2010.491834,synergy_walker_2018,large_set_b,0,The number needed to treat for second-generation biologics when treating established rheumatoid arthritis: a systematic quantitative review of randomized controlled trials
doi:10.3109/03014460.2011.580781,synergy_moran_2021__doi:10.3109/03014460.2011.580781,doi:10.3109/03014460.2011.580781,synergy_moran_2021,large_set_a,0,An evolutionary perspective on the trans-generational basis of obesity
doi:10.3109/03014460.2011.580781,synergy_walker_2018__doi:10.3109/03014460.2011.580781,doi:10.3109/03014460.2011.580781,synergy_walker_2018,large_set_b,0,An evolutionary perspective on the trans-generational basis of obesity
doi:10.3899/jrheum.111152,synergy_leenaars_2020__doi:10.3899/jrheum.111152,doi:10.3899/jrheum.111152,synergy_leenaars_2020,large_set_a,0,"Anticitrullinated Protein Antibody, But Not Its Titer, Is a Predictor of Radiographic Progression and Disease Activity in Rheumatoid Arthritis"
doi:10.3899/jrheum.111152,synergy_walker_2018__doi:10.3899/jrheum.111152,doi:10.3899/jrheum.111152,synergy_walker_2018,large_set_b,0,"Anticitrullinated Protein Antibody, But Not Its Titer, Is a Predictor of Radiographic Progression and Disease Activity in Rheumatoid Arthritis"
doi:10.3928/02793695-20101208-01,synergy_brouwer_2019__doi:10.3928/02793695-20101208-01,doi:10.3928/02793695-20101208-01,synergy_brouwer_2019,large_set_a,0,Sleep Interventions for the Treatment of Depression
doi:10.3928/02793695-20101208-01,synergy_walker_2018__doi:10.3928/02793695-20101208-01,doi:10.3928/02793695-20101208-01,synergy_walker_2018,large_set_b,0,Sleep Interventions for the Treatment of Depression
doi:10.4061/2011/815038,synergy_leenaars_2020__doi:10.4061/2011/815038,doi:10.4061/2011/815038,synergy_leenaars_2020,large_set_a,0,A systematic review of serum biomarkers anti-cyclic citrullinated Peptide and rheumatoid factor as tests for rheumatoid arthritis.
doi:10.4061/2011/815038,synergy_walker_2018__doi:10.4061/2011/815038,doi:10.4061/2011/815038,synergy_walker_2018,large_set_b,0,A systematic review of serum biomarkers anti-cyclic citrullinated Peptide and rheumatoid factor as tests for rheumatoid arthritis.
doi:10.4088/jcp.11m06916,synergy_brouwer_2019__doi:10.4088/jcp.11m06916,doi:10.4088/jcp.11m06916,synergy_brouwer_2019,large_set_a,0,Pharmacogenomic Associations With Weight Gain in Olanzapine Treatment of Patients Without Schizophrenia
doi:10.4088/jcp.11m06916,synergy_walker_2018__doi:10.4088/jcp.11m06916,doi:10.4088/jcp.11m06916,synergy_walker_2018,large_set_b,0,Pharmacogenomic Associations With Weight Gain in Olanzapine Treatment of Patients Without Schizophrenia
doi:10.4088/jcp.v63n0202,synergy_brouwer_2019__doi:10.4088/jcp.v63n0202,doi:10.4088/jcp.v63n0202,synergy_brouwer_2019,large_set_a,0,What Role Do Atypical Antipsychotic Drugs Have in Treatment-Resistant Depression?
doi:10.4088/jcp.v63n0202,synergy_walker_2018__doi:10.4088/jcp.v63n0202,doi:10.4088/jcp.v63n0202,synergy_walker_2018,large_set_b,0,What Role Do Atypical Antipsychotic Drugs Have in Treatment-Resistant Depression?
doi:10.4088/jcp.v67n1215,synergy_brouwer_2019__doi:10.4088/jcp.v67n1215,doi:10.4088/jcp.v67n1215,synergy_brouwer_2019,large_set_a,0,Relapse Rates in Patients With Schizophrenia Receiving Aripiprazole in Comparison With Other Atypical Antipsychotics
doi:10.4088/jcp.v67n1215,synergy_walker_2018__doi:10.4088/jcp.v67n1215,doi:10.4088/jcp.v67n1215,synergy_walker_2018,large_set_b,0,Relapse Rates in Patients With Schizophrenia Receiving Aripiprazole in Comparison With Other Atypical Antipsychotics
ttl:[the clinical application of quantiferon tb-2g: its usefulness and limitations].,synergy_leenaars_2020__title:f63e5565503adba7317c79565a89a7d44b3be0bf,title:f63e5565503adba7317c79565a89a7d44b3be0bf,synergy_leenaars_2020,large_set_a,0,[The clinical application of quantiferon TB-2G: its usefulness and limitations].
ttl:[the clinical application of quantiferon tb-2g: its usefulness and limitations].,synergy_walker_2018__title:f63e5565503adba7317c79565a89a7d44b3be0bf,title:f63e5565503adba7317c79565a89a7d44b3be0bf,synergy_walker_2018,large_set_b,0,[The clinical application of quantiferon TB-2G: its usefulness and limitations].
ttl:antimicrobial agents as biological response modifiers (brm) and chrono-immunomodulation: an emerging relationship.,synergy_brouwer_2019__title:301f77af6e3975182d9107ad1a1d7f9a6ac79f64,title:301f77af6e3975182d9107ad1a1d7f9a6ac79f64,synergy_brouwer_2019,large_set_a,0,Antimicrobial agents as biological response modifiers (BRM) and chrono-immunomodulation: an emerging relationship.
ttl:antimicrobial agents as biological response modifiers (brm) and chrono-immunomodulation: an emerging relationship.,synergy_walker_2018__title:301f77af6e3975182d9107ad1a1d7f9a6ac79f64,title:301f77af6e3975182d9107ad1a1d7f9a6ac79f64,synergy_walker_2018,large_set_b,0,Antimicrobial agents as biological response modifiers (BRM) and chrono-immunomodulation: an emerging relationship.
"ttl:drug evaluation: vx-702, a map kinase inhibitor for rheumatoid arthritis and acute coronary syndrome.",synergy_leenaars_2020__title:c33277651ff9836e170afb16981ccf21f26ddce8,title:c33277651ff9836e170afb16981ccf21f26ddce8,synergy_leenaars_2020,large_set_a,0,"Drug evaluation: VX-702, a MAP kinase inhibitor for rheumatoid arthritis and acute coronary syndrome."
"ttl:drug evaluation: vx-702, a map kinase inhibitor for rheumatoid arthritis and acute coronary syndrome.",synergy_walker_2018__title:c33277651ff9836e170afb16981ccf21f26ddce8,title:c33277651ff9836e170afb16981ccf21f26ddce8,synergy_walker_2018,large_set_b,0,"Drug evaluation: VX-702, a MAP kinase inhibitor for rheumatoid arthritis and acute coronary syndrome."
ttl:identification and its vicissitudes in the context of the nazi phenomenon.,synergy_brouwer_2019__title:4a6284608fe45be8950737131226d407982bde95,title:4a6284608fe45be8950737131226d407982bde95,synergy_brouwer_2019,large_set_a,0,Identification and its vicissitudes in the context of the Nazi phenomenon.
ttl:identification and its vicissitudes in the context of the nazi phenomenon.,synergy_walker_2018__title:4a6284608fe45be8950737131226d407982bde95,title:4a6284608fe45be8950737131226d407982bde95,synergy_walker_2018,large_set_b,0,Identification and its vicissitudes in the context of the Nazi phenomenon.
ttl:microtensile bond strengths and interfacial examination of a polyalkenoate-based 1-step adhesive.,synergy_van_dis_2020__title:f1c95adc7d2270e3b566864515eea88948a52eb4,title:f1c95adc7d2270e3b566864515eea88948a52eb4,synergy_van_dis_2020,large_set_a,0,Microtensile bond strengths and interfacial examination of a polyalkenoate-based 1-step adhesive.
ttl:microtensile bond strengths and interfacial examination of a polyalkenoate-based 1-step adhesive.,synergy_wassenaar_2017__title:f1c95adc7d2270e3b566864515eea88948a52eb4,title:f1c95adc7d2270e3b566864515eea88948a52eb4,synergy_wassenaar_2017,large_set_b,0,Microtensile bond strengths and interfacial examination of a polyalkenoate-based 1-step adhesive.
ttl:peg-stnf-ri. amgen.,synergy_leenaars_2020__title:f2cfb160099f9cd02b0e5b0b7ab5f9514554a8c8,title:f2cfb160099f9cd02b0e5b0b7ab5f9514554a8c8,synergy_leenaars_2020,large_set_a,0,PEG-sTNF-RI. Amgen.
ttl:peg-stnf-ri. amgen.,synergy_walker_2018__title:f2cfb160099f9cd02b0e5b0b7ab5f9514554a8c8,title:f2cfb160099f9cd02b0e5b0b7ab5f9514554a8c8,synergy_walker_2018,large_set_b,0,PEG-sTNF-RI. Amgen.
ttl:psychiatric presentation of huntington's disease in a malaysian family.,synergy_brouwer_2019__title:3a0d5d5db0ffb3108f076a2899d9e05e6446919a,title:3a0d5d5db0ffb3108f076a2899d9e05e6446919a,synergy_brouwer_2019,large_set_a,0,Psychiatric presentation of Huntington's disease in a Malaysian family.
ttl:psychiatric presentation of huntington's disease in a malaysian family.,synergy_walker_2018__title:3a0d5d5db0ffb3108f076a2899d9e05e6446919a,title:3a0d5d5db0ffb3108f076a2899d9e05e6446919a,synergy_walker_2018,large_set_b,0,Psychiatric presentation of Huntington's disease in a Malaysian family.
